strategy,direction,entry_ts,entry_price,stop_price,target_price,exit_ts,exit_price,exit_reason,pnl_dollars,pnl_ticks,hold_min,year,hour_ct,note
g_inside_bar_breakout,LONG,2021-05-26 15:40:00+00:00,13689.5,13684.0,13700.5,2021-05-26 15:45:00+00:00,13700.5,target,22.0,44,5.0,2021,10,"IB_break LONG ib=[13684.25,13693.00]"
g_inside_bar_breakout,LONG,2021-05-27 15:05:00+00:00,13686.0,13680.25,13697.5,2021-05-27 15:09:00+00:00,13697.5,target,23.0,46,4.0,2021,10,"IB_break LONG ib=[13680.50,13692.25]"
g_inside_bar_breakout,LONG,2021-05-27 16:55:00+00:00,13697.0,13691.0,13709.0,2021-05-27 17:02:00+00:00,13709.0,target,24.0,48,7.0,2021,11,"IB_break LONG ib=[13691.25,13698.50]"
g_inside_bar_breakout,SHORT,2021-05-27 17:25:00+00:00,13707.0,13710.25,13700.5,2021-05-27 17:27:00+00:00,13700.5,target,13.0,26,2.0,2021,12,"IB_break SHORT ib=[13703.25,13710.00]"
a_asian_continuation,LONG,2021-05-28 10:50:00+00:00,13717.5,13714.0,13724.5,2021-05-28 10:57:00+00:00,13724.5,target,14.0,28,7.0,2021,5,"ON_break LONG close5=13721.75 on=[13662.50,13718.50]"
e_multi_day_breakout,LONG,2021-05-28 15:35:00+00:00,13734.5,13729.25,13745.0,2021-05-28 15:41:00+00:00,13745.0,target,21.0,42,6.0,2021,10,3d_break LONG 3dH=13732.25 3dL=13606.50
g_inside_bar_breakout,LONG,2021-05-28 15:55:00+00:00,13744.75,13740.75,13752.75,2021-05-28 16:01:00+00:00,13752.75,target,16.0,32,6.0,2021,10,"IB_break LONG ib=[13741.00,13745.25]"
f_eod_mean_reversion,SHORT,2021-05-28 19:01:00+00:00,13729.75,13734.749077937522,13719.751844124958,2021-05-28 19:11:00+00:00,13719.751844124958,target,20.0,40,10.0,2021,14,EOD_rev SHORT vwap=13719.75 dist=+10.00
a_asian_continuation,SHORT,2021-05-31 08:00:00+00:00,13693.0,13696.5,13686.0,2021-05-31 08:02:00+00:00,13686.0,target,14.0,28,2.0,2021,3,"ON_break SHORT close5=13686.75 on=[13690.50,13722.00]"
b_rth_open_drive_scalp,SHORT,2021-05-31 13:35:00+00:00,13673.0,13676.375,13666.25,2021-05-31 14:23:00+00:00,13666.25,target,13.5,27,48.0,2021,8,OR_drive SHORT progress=-67%
g_inside_bar_breakout,SHORT,2021-05-31 13:45:00+00:00,13670.5,13674.5,13662.5,2021-05-31 13:52:00+00:00,13674.5,stop,-8.0,-16,7.0,2021,8,"IB_break SHORT ib=[13668.75,13674.25]"
g_inside_bar_breakout,LONG,2021-05-31 15:35:00+00:00,13666.25,13663.25,13672.25,2021-05-31 15:59:00+00:00,13672.25,target,12.0,24,24.0,2021,10,"IB_break LONG ib=[13663.50,13667.50]"
d_orb_fade_fixed,LONG,2021-05-31 15:37:00+00:00,13668.75,13665.5,13680.25,2021-05-31 16:26:00+00:00,13665.5,stop,-6.5,-13,49.0,2021,10,FADE LONG (failed SHORT) wick=100% d=245
g_inside_bar_breakout,LONG,2021-05-31 16:35:00+00:00,13657.5,13653.0,13666.5,2021-05-31 16:59:00+00:00,13654.0,time_exit,-7.0,-14,24.0,2021,11,"IB_break LONG ib=[13653.25,13659.25]"
a_asian_continuation,LONG,2021-06-01 09:15:00+00:00,13736.0,13732.5,13743.0,2021-06-01 09:18:00+00:00,13743.0,target,14.0,28,3.0,2021,4,"ON_break LONG close5=13743.50 on=[13654.25,13737.00]"
e_multi_day_breakout,SHORT,2021-06-01 14:45:00+00:00,13653.25,13660.5,13638.75,2021-06-01 14:46:00+00:00,13638.75,target,29.0,58,1.0,2021,9,3d_break SHORT 3dH=13763.25 3dL=13643.75
a_asian_continuation,LONG,2021-06-02 12:25:00+00:00,13657.75,13654.25,13664.75,2021-06-02 12:27:00+00:00,13664.75,target,14.0,28,2.0,2021,7,"ON_break LONG close5=13666.50 on=[13616.50,13661.00]"
a_asian_continuation,SHORT,2021-06-03 10:05:00+00:00,13627.25,13630.75,13620.25,2021-06-03 10:07:00+00:00,13620.25,target,14.0,28,2.0,2021,5,"ON_break SHORT close5=13621.75 on=[13626.75,13707.00]"
e_multi_day_breakout,SHORT,2021-06-03 13:46:00+00:00,13500.25,13506.25,13488.25,2021-06-03 13:48:00+00:00,13488.25,target,24.0,48,2.0,2021,8,3d_break SHORT 3dH=13773.00 3dL=13592.75
g_inside_bar_breakout,SHORT,2021-06-03 14:25:00+00:00,13537.0,13540.75,13529.5,2021-06-03 14:26:00+00:00,13529.5,target,15.0,30,1.0,2021,9,"IB_break SHORT ib=[13515.75,13540.50]"
