strategy,direction,entry_ts,entry_price,stop_price,target_price,exit_ts,exit_price,exit_reason,pnl_dollars,pnl_ticks,hold_min,year,hour_ct,note
a_asian_continuation,SHORT,2022-08-22 08:00:00+00:00,13110.0,13113.5,13103.0,2022-08-22 08:01:00+00:00,13103.0,target,14.0,28,1.0,2022,3,"ON_break SHORT close5=13082.75 on=[13094.00,13229.00]"
e_multi_day_breakout,SHORT,2022-08-22 13:45:00+00:00,13067.0,13068.5,13064.0,2022-08-22 13:46:00+00:00,13064.0,target,6.0,12,1.0,2022,8,3d_break SHORT 3dH=13616.25 3dL=13227.00
g_inside_bar_breakout,SHORT,2022-08-23 16:45:00+00:00,12926.5,12931.25,12917.0,2022-08-23 16:47:00+00:00,12917.0,target,19.0,38,2.0,2022,11,"IB_break SHORT ib=[12918.25,12931.00]"
a_asian_continuation,LONG,2022-08-24 11:45:00+00:00,12912.75,12909.25,12919.75,2022-08-24 11:46:00+00:00,12909.25,stop,-7.0,-14,1.0,2022,6,"ON_break LONG close5=12926.25 on=[12825.75,12919.25]"
b_rth_open_drive_scalp,SHORT,2022-08-24 13:36:00+00:00,12881.0,12882.25,12878.5,2022-08-24 13:37:00+00:00,12882.25,stop,-2.5,-5,1.0,2022,8,OR_drive SHORT progress=-39%
g_inside_bar_breakout,SHORT,2022-08-24 16:15:00+00:00,13007.0,13009.5,13002.0,2022-08-24 16:16:00+00:00,13009.5,stop,-5.0,-10,1.0,2022,11,"IB_break SHORT ib=[12998.50,13009.25]"
e_multi_day_breakout,LONG,2022-08-25 14:26:00+00:00,13087.0,13083.25,13094.5,2022-08-25 14:28:00+00:00,13094.5,target,15.0,30,2.0,2022,9,3d_break LONG 3dH=13092.00 3dL=12852.25
a_asian_continuation,SHORT,2022-08-26 08:00:00+00:00,13104.75,13108.25,13097.75,2022-08-26 08:02:00+00:00,13097.75,target,14.0,28,2.0,2022,3,"ON_break SHORT close5=13096.75 on=[13104.50,13183.00]"
b_rth_open_drive_scalp,LONG,2022-08-26 13:36:00+00:00,13138.5,13136.625,13142.25,2022-08-26 13:37:00+00:00,13136.625,stop,-4.0,-8,1.0,2022,8,OR_drive LONG progress=+22%
e_multi_day_breakout,SHORT,2022-08-26 15:00:00+00:00,12891.0,12898.5,12876.0,2022-08-26 15:01:00+00:00,12876.0,target,30.0,60,1.0,2022,10,3d_break SHORT 3dH=13161.50 3dL=12852.25
e_multi_day_breakout,SHORT,2022-08-29 13:45:00+00:00,12580.75,12588.25,12565.75,2022-08-29 13:46:00+00:00,12565.75,target,30.0,60,1.0,2022,8,3d_break SHORT 3dH=13198.50 3dL=12616.00
a_asian_continuation,LONG,2022-08-30 08:00:00+00:00,12607.25,12603.75,12614.25,2022-08-30 08:01:00+00:00,12614.25,target,14.0,28,1.0,2022,3,"ON_break LONG close5=12639.25 on=[12483.50,12618.00]"
e_multi_day_breakout,SHORT,2022-08-30 14:15:00+00:00,12421.75,12429.25,12406.75,2022-08-30 14:16:00+00:00,12406.75,target,30.0,60,1.0,2022,9,3d_break SHORT 3dH=13198.50 3dL=12448.00
g_inside_bar_breakout,LONG,2022-08-30 18:00:00+00:00,12297.75,12295.75,12301.75,2022-08-30 18:01:00+00:00,12295.75,stop,-4.0,-8,1.0,2022,13,"IB_break LONG ib=[12296.00,12311.25]"
g_inside_bar_breakout,LONG,2022-08-31 15:15:00+00:00,12308.5,12302.5,12320.5,2022-08-31 15:18:00+00:00,12320.5,target,24.0,48,3.0,2022,10,"IB_break LONG ib=[12302.75,12326.50]"
g_inside_bar_breakout,SHORT,2022-08-31 16:50:00+00:00,12357.25,12361.25,12349.25,2022-08-31 16:51:00+00:00,12349.25,target,16.0,32,1.0,2022,11,"IB_break SHORT ib=[12341.00,12361.00]"
e_multi_day_breakout,SHORT,2022-09-01 13:53:00+00:00,12176.75,12182.75,12164.75,2022-09-01 13:55:00+00:00,12164.75,target,24.0,48,2.0,2022,8,3d_break SHORT 3dH=12610.00 3dL=12247.50
g_inside_bar_breakout,LONG,2022-09-05 16:20:00+00:00,12156.5,12154.0,12161.5,2022-09-05 16:23:00+00:00,12161.5,target,10.0,20,3.0,2022,11,"IB_break LONG ib=[12154.25,12159.25]"
e_multi_day_breakout,SHORT,2022-09-06 14:14:00+00:00,11966.25,11970.5,11957.75,2022-09-06 14:15:00+00:00,11970.5,stop,-8.5,-17,1.0,2022,9,3d_break SHORT 3dH=12462.00 3dL=12018.25
a_asian_continuation,LONG,2022-09-07 08:00:00+00:00,12040.5,12037.0,12047.5,2022-09-07 08:03:00+00:00,12047.5,target,14.0,28,3.0,2022,3,"ON_break LONG close5=12064.50 on=[11922.25,12049.25]"
g_inside_bar_breakout,SHORT,2022-09-07 15:40:00+00:00,12135.5,12141.5,12123.5,2022-09-07 15:44:00+00:00,12123.5,target,24.0,48,4.0,2022,10,"IB_break SHORT ib=[12123.50,12141.25]"
e_multi_day_breakout,LONG,2022-09-08 14:45:00+00:00,12307.5,12300.5,12321.5,2022-09-08 14:47:00+00:00,12321.5,target,28.0,56,2.0,2022,9,3d_break LONG 3dH=12306.25 3dL=11930.00
g_inside_bar_breakout,LONG,2022-09-09 13:55:00+00:00,12464.25,12462.0,12468.75,2022-09-09 13:56:00+00:00,12462.0,stop,-4.5,-9,1.0,2022,8,"IB_break LONG ib=[12462.25,12490.75]"
e_multi_day_breakout,LONG,2022-09-09 14:05:00+00:00,12523.5,12517.5,12535.5,2022-09-09 14:09:00+00:00,12535.5,target,24.0,48,4.0,2022,9,3d_break LONG 3dH=12379.50 3dL=11930.00
g_inside_bar_breakout,LONG,2022-09-09 17:30:00+00:00,12592.0,12585.25,12605.5,2022-09-09 17:44:00+00:00,12585.25,stop,-13.5,-27,14.0,2022,12,"IB_break LONG ib=[12585.50,12593.50]"
g_inside_bar_breakout,SHORT,2022-09-09 18:00:00+00:00,12582.0,12589.25,12567.5,2022-09-09 18:02:00+00:00,12567.5,target,29.0,58,2.0,2022,13,"IB_break SHORT ib=[12581.25,12589.00]"
a_asian_continuation,LONG,2022-09-12 08:35:00+00:00,12734.25,12730.75,12741.25,2022-09-12 08:37:00+00:00,12741.25,target,14.0,28,2.0,2022,3,"ON_break LONG close5=12754.25 on=[12573.25,12745.00]"
b_rth_open_drive_scalp,LONG,2022-09-12 13:36:00+00:00,12742.25,12741.0,12744.75,2022-09-12 13:37:00+00:00,12741.0,stop,-2.5,-5,1.0,2022,8,OR_drive LONG progress=+65%
e_multi_day_breakout,LONG,2022-09-12 13:45:00+00:00,12764.75,12757.25,12779.75,2022-09-12 13:48:00+00:00,12779.75,target,30.0,60,3.0,2022,8,3d_break LONG 3dH=12614.25 3dL=12029.50
g_inside_bar_breakout,SHORT,2022-09-12 14:50:00+00:00,12810.5,12814.0,12803.5,2022-09-12 14:52:00+00:00,12814.0,stop,-7.0,-14,2.0,2022,9,"IB_break SHORT ib=[12797.25,12813.75]"
g_inside_bar_breakout,SHORT,2022-09-12 18:00:00+00:00,12819.5,12826.0,12806.5,2022-09-12 18:04:00+00:00,12806.5,target,26.0,52,4.0,2022,13,"IB_break SHORT ib=[12819.00,12825.75]"
a_asian_continuation,SHORT,2022-09-13 12:30:00+00:00,12638.5,12642.0,12631.5,2022-09-13 12:31:00+00:00,12642.0,stop,-7.0,-14,1.0,2022,7,"ON_break SHORT close5=12593.25 on=[12635.00,12976.50]"
a_asian_continuation,LONG,2022-09-14 08:30:00+00:00,12196.0,12192.5,12203.0,2022-09-14 08:32:00+00:00,12203.0,target,14.0,28,2.0,2022,3,"ON_break LONG close5=12215.00 on=[12089.25,12200.50]"
a_asian_continuation,SHORT,2022-09-15 10:35:00+00:00,12192.75,12196.25,12185.75,2022-09-15 10:37:00+00:00,12185.75,target,14.0,28,2.0,2022,5,"ON_break SHORT close5=12179.25 on=[12192.25,12267.75]"
b_rth_open_drive_scalp,LONG,2022-09-15 13:35:00+00:00,12134.25,12130.125,12142.5,2022-09-15 13:36:00+00:00,12130.125,stop,-8.0,-16,1.0,2022,8,OR_drive LONG progress=+31%
e_multi_day_breakout,SHORT,2022-09-15 14:55:00+00:00,12036.0,12040.5,12027.0,2022-09-15 14:56:00+00:00,12027.0,target,18.0,36,1.0,2022,9,3d_break SHORT 3dH=12837.50 3dL=12082.25
g_inside_bar_breakout,SHORT,2022-09-15 15:45:00+00:00,12065.5,12069.75,12057.0,2022-09-15 15:46:00+00:00,12057.0,target,17.0,34,1.0,2022,10,"IB_break SHORT ib=[12053.50,12069.50]"
a_asian_continuation,SHORT,2022-09-16 08:25:00+00:00,11874.0,11877.5,11867.0,2022-09-16 08:27:00+00:00,11867.0,target,14.0,28,2.0,2022,3,"ON_break SHORT close5=11865.25 on=[11871.00,11966.00]"
e_multi_day_breakout,SHORT,2022-09-16 14:03:00+00:00,11820.25,11827.5,11805.75,2022-09-16 14:05:00+00:00,11827.5,stop,-14.5,-29,2.0,2022,9,3d_break SHORT 3dH=12508.25 3dL=11937.50
a_asian_continuation,SHORT,2022-09-20 08:00:00+00:00,12006.5,12010.0,11999.5,2022-09-20 08:02:00+00:00,12010.0,stop,-7.0,-14,2.0,2022,3,"ON_break SHORT close5=11997.75 on=[12004.75,12092.50]"
g_inside_bar_breakout,SHORT,2022-09-20 14:35:00+00:00,11924.0,11931.5,11909.0,2022-09-20 14:36:00+00:00,11909.0,target,30.0,60,1.0,2022,9,"IB_break SHORT ib=[11914.25,11931.25]"
g_inside_bar_breakout,LONG,2022-09-20 17:40:00+00:00,11863.25,11859.0,11871.75,2022-09-20 17:41:00+00:00,11871.75,target,17.0,34,1.0,2022,12,"IB_break LONG ib=[11859.25,11871.50]"
g_inside_bar_breakout,LONG,2022-09-20 18:15:00+00:00,11856.75,11853.25,11863.75,2022-09-20 18:16:00+00:00,11853.25,stop,-7.0,-14,1.0,2022,13,"IB_break LONG ib=[11853.50,11866.25]"
a_asian_continuation,LONG,2022-09-21 12:30:00+00:00,11962.75,11959.25,11969.75,2022-09-21 12:31:00+00:00,11959.25,stop,-7.0,-14,1.0,2022,7,"ON_break LONG close5=11984.75 on=[11862.50,11964.00]"
g_inside_bar_breakout,LONG,2022-09-21 16:05:00+00:00,11964.5,11957.75,11978.0,2022-09-21 16:11:00+00:00,11978.0,target,27.0,54,6.0,2022,11,"IB_break LONG ib=[11958.00,11968.25]"
g_inside_bar_breakout,LONG,2022-09-21 17:25:00+00:00,11968.25,11966.25,11972.25,2022-09-21 17:27:00+00:00,11972.25,target,8.0,16,2.0,2022,12,"IB_break LONG ib=[11966.50,11975.00]"
e_multi_day_breakout,LONG,2022-09-21 17:55:00+00:00,12006.5,12001.75,12016.0,2022-09-21 17:56:00+00:00,12016.0,target,19.0,38,1.0,2022,12,3d_break LONG 3dH=12031.25 3dL=11778.00
g_inside_bar_breakout,LONG,2022-09-21 17:55:00+00:00,12006.5,12003.5,12012.5,2022-09-21 17:56:00+00:00,12012.5,target,12.0,24,1.0,2022,12,"IB_break LONG ib=[12003.75,12014.25]"
a_asian_continuation,LONG,2022-09-22 08:00:00+00:00,11711.75,11708.25,11718.75,2022-09-22 08:01:00+00:00,11718.75,target,14.0,28,1.0,2022,3,"ON_break LONG close5=11742.50 on=[11550.25,11724.50]"
e_multi_day_breakout,SHORT,2022-09-22 13:46:00+00:00,11621.0,11626.25,11610.5,2022-09-22 13:48:00+00:00,11610.5,target,21.0,42,2.0,2022,8,3d_break SHORT 3dH=12139.00 3dL=11703.25
g_inside_bar_breakout,SHORT,2022-09-22 15:55:00+00:00,11585.75,11590.75,11575.75,2022-09-22 15:56:00+00:00,11575.75,target,20.0,40,1.0,2022,10,"IB_break SHORT ib=[11569.50,11590.50]"
a_asian_continuation,SHORT,2022-09-23 09:30:00+00:00,11461.25,11464.75,11454.25,2022-09-23 09:31:00+00:00,11454.25,target,14.0,28,1.0,2022,4,"ON_break SHORT close5=11441.75 on=[11455.75,11600.00]"
e_multi_day_breakout,SHORT,2022-09-23 14:04:00+00:00,11356.75,11360.75,11348.75,2022-09-23 14:05:00+00:00,11360.75,stop,-8.0,-16,1.0,2022,9,3d_break SHORT 3dH=12139.00 3dL=11510.00
g_inside_bar_breakout,LONG,2022-09-23 17:55:00+00:00,11325.75,11319.0,11339.25,2022-09-23 17:57:00+00:00,11319.0,stop,-13.5,-27,2.0,2022,12,"IB_break LONG ib=[11319.25,11329.00]"
g_inside_bar_breakout,SHORT,2022-09-27 15:00:00+00:00,11488.75,11496.0,11474.25,2022-09-27 15:01:00+00:00,11474.25,target,29.0,58,1.0,2022,10,"IB_break SHORT ib=[11477.75,11495.75]"
b_rth_open_drive_scalp,SHORT,2022-09-28 13:36:00+00:00,11302.25,11303.25,11300.25,2022-09-28 13:37:00+00:00,11303.25,stop,-2.0,-4,1.0,2022,8,OR_drive SHORT progress=-67%
e_multi_day_breakout,SHORT,2022-09-29 14:10:00+00:00,11205.75,11211.75,11193.75,2022-09-29 14:11:00+00:00,11193.75,target,24.0,48,1.0,2022,9,3d_break SHORT 3dH=11612.50 3dL=11233.50
b_rth_open_drive_scalp,LONG,2022-09-30 13:35:00+00:00,11212.5,11209.125,11219.25,2022-09-30 13:36:00+00:00,11209.125,stop,-7.0,-14,1.0,2022,8,OR_drive LONG progress=+57%
a_asian_continuation,LONG,2022-10-03 11:55:00+00:00,11050.0,11046.5,11057.0,2022-10-03 11:56:00+00:00,11046.5,stop,-7.0,-14,1.0,2022,6,"ON_break LONG close5=11073.25 on=[10890.50,11063.00]"
a_asian_continuation,LONG,2022-10-04 10:15:00+00:00,11521.75,11518.25,11528.75,2022-10-04 10:18:00+00:00,11528.75,target,14.0,28,3.0,2022,5,"ON_break LONG close5=11541.50 on=[11282.75,11529.25]"
e_multi_day_breakout,LONG,2022-10-04 13:53:00+00:00,11582.5,11575.5,11596.5,2022-10-04 13:57:00+00:00,11596.5,target,28.0,56,4.0,2022,8,3d_break LONG 3dH=11401.75 3dL=11024.50
a_asian_continuation,SHORT,2022-10-05 08:20:00+00:00,11540.0,11543.5,11533.0,2022-10-05 08:22:00+00:00,11533.0,target,14.0,28,2.0,2022,3,"ON_break SHORT close5=11518.75 on=[11538.50,11645.50]"
a_asian_continuation,SHORT,2022-10-06 08:20:00+00:00,11607.25,11610.75,11600.25,2022-10-06 08:21:00+00:00,11600.25,target,14.0,28,1.0,2022,3,"ON_break SHORT close5=11585.50 on=[11601.75,11730.00]"
g_inside_bar_breakout,SHORT,2022-10-06 16:55:00+00:00,11627.25,11632.0,11617.75,2022-10-06 16:56:00+00:00,11617.75,target,19.0,38,1.0,2022,11,"IB_break SHORT ib=[11616.25,11631.75]"
e_multi_day_breakout,SHORT,2022-10-07 14:11:00+00:00,11241.0,11247.5,11228.0,2022-10-07 14:14:00+00:00,11228.0,target,26.0,52,3.0,2022,9,3d_break SHORT 3dH=11721.75 3dL=11368.00
a_asian_continuation,LONG,2022-10-10 12:55:00+00:00,11094.5,11091.0,11101.5,2022-10-10 12:56:00+00:00,11101.5,target,14.0,28,1.0,2022,7,"ON_break LONG close5=11127.00 on=[10985.50,11104.00]"
e_multi_day_breakout,SHORT,2022-10-10 13:50:00+00:00,11054.75,11061.0,11042.25,2022-10-10 13:51:00+00:00,11042.25,target,25.0,50,1.0,2022,8,3d_break SHORT 3dH=11721.75 3dL=11043.25
e_multi_day_breakout,SHORT,2022-10-11 14:06:00+00:00,10815.25,10821.25,10803.25,2022-10-11 14:08:00+00:00,10803.25,target,24.0,48,2.0,2022,9,3d_break SHORT 3dH=11721.75 3dL=10876.75
a_asian_continuation,LONG,2022-10-13 11:35:00+00:00,10889.25,10885.75,10896.25,2022-10-13 11:36:00+00:00,10885.75,stop,-7.0,-14,1.0,2022,6,"ON_break LONG close5=10923.75 on=[10803.00,10898.25]"
b_rth_open_drive_scalp,LONG,2022-10-13 13:35:00+00:00,10516.0,10512.75,10522.5,2022-10-13 13:36:00+00:00,10512.75,stop,-6.5,-13,1.0,2022,8,OR_drive LONG progress=+29%
e_multi_day_breakout,SHORT,2022-10-13 13:49:00+00:00,10584.5,10587.25,10579.0,2022-10-13 13:50:00+00:00,10587.25,stop,-5.5,-11,1.0,2022,8,3d_break SHORT 3dH=11125.75 3dL=10767.25
a_asian_continuation,LONG,2022-10-17 12:40:00+00:00,10928.0,10924.5,10935.0,2022-10-17 12:41:00+00:00,10935.0,target,14.0,28,1.0,2022,7,"ON_break LONG close5=10940.25 on=[10705.00,10930.75]"
g_inside_bar_breakout,SHORT,2022-10-17 14:45:00+00:00,11102.0,11108.5,11089.0,2022-10-17 14:47:00+00:00,11089.0,target,26.0,52,2.0,2022,9,"IB_break SHORT ib=[11089.00,11108.25]"
g_inside_bar_breakout,SHORT,2022-10-17 17:15:00+00:00,11106.25,11109.5,11099.75,2022-10-17 17:16:00+00:00,11109.5,stop,-6.5,-13,1.0,2022,12,"IB_break SHORT ib=[11096.50,11109.25]"
e_multi_day_breakout,LONG,2022-10-18 13:45:00+00:00,11340.75,11335.25,11351.75,2022-10-18 13:46:00+00:00,11351.75,target,22.0,44,1.0,2022,8,3d_break LONG 3dH=11207.75 3dL=10484.50
a_asian_continuation,LONG,2022-10-20 10:50:00+00:00,11141.75,11138.25,11148.75,2022-10-20 10:54:00+00:00,11148.75,target,14.0,28,4.0,2022,5,"ON_break LONG close5=11169.25 on=[11008.00,11155.25]"
e_multi_day_breakout,LONG,2022-10-24 15:50:00+00:00,11368.75,11362.25,11381.75,2022-10-24 15:51:00+00:00,11381.75,target,26.0,52,1.0,2022,10,3d_break LONG 3dH=11375.00 3dL=10994.75
g_inside_bar_breakout,LONG,2022-10-24 18:55:00+00:00,11460.5,11455.0,11471.5,2022-10-24 18:57:00+00:00,11471.5,target,22.0,44,2.0,2022,13,"IB_break LONG ib=[11455.25,11469.50]"
e_multi_day_breakout,LONG,2022-10-25 13:51:00+00:00,11617.0,11614.25,11622.5,2022-10-25 13:52:00+00:00,11622.5,target,11.0,22,1.0,2022,8,3d_break LONG 3dH=11515.50 3dL=10994.75
g_inside_bar_breakout,LONG,2022-10-25 18:15:00+00:00,11666.75,11660.75,11678.75,2022-10-25 18:17:00+00:00,11678.75,target,24.0,48,2.0,2022,13,"IB_break LONG ib=[11661.00,11671.50]"
a_asian_continuation,LONG,2022-10-26 08:00:00+00:00,11534.0,11530.5,11541.0,2022-10-26 08:02:00+00:00,11541.0,target,14.0,28,2.0,2022,3,"ON_break LONG close5=11558.00 on=[11436.75,11541.75]"
a_asian_continuation,SHORT,2022-10-27 09:55:00+00:00,11405.25,11408.75,11398.25,2022-10-27 09:56:00+00:00,11398.25,target,14.0,28,1.0,2022,4,"ON_break SHORT close5=11392.75 on=[11401.25,11537.75]"
g_inside_bar_breakout,LONG,2022-10-27 18:20:00+00:00,11240.25,11233.25,11254.25,2022-10-27 18:24:00+00:00,11254.25,target,28.0,56,4.0,2022,13,"IB_break LONG ib=[11233.50,11247.75]"
g_inside_bar_breakout,SHORT,2022-10-31 16:40:00+00:00,11457.25,11459.5,11452.75,2022-10-31 16:41:00+00:00,11452.75,target,9.0,18,1.0,2022,11,"IB_break SHORT ib=[11444.50,11459.25]"
b_rth_open_drive_scalp,SHORT,2022-11-02 13:36:00+00:00,11302.0,11306.25,11293.5,2022-11-02 13:37:00+00:00,11306.25,stop,-8.5,-17,1.0,2022,8,OR_drive SHORT progress=-61%
e_multi_day_breakout,SHORT,2022-11-02 16:25:00+00:00,11213.25,11215.0,11209.75,2022-11-02 16:26:00+00:00,11209.75,target,7.0,14,1.0,2022,11,3d_break SHORT 3dH=11619.00 3dL=11206.25
a_asian_continuation,SHORT,2022-11-03 10:25:00+00:00,10889.0,10892.5,10882.0,2022-11-03 10:27:00+00:00,10882.0,target,14.0,28,2.0,2022,5,"ON_break SHORT close5=10866.75 on=[10882.25,10995.75]"
e_multi_day_breakout,SHORT,2022-11-03 13:55:00+00:00,10739.25,10746.5,10724.75,2022-11-03 13:59:00+00:00,10724.75,target,29.0,58,4.0,2022,8,3d_break SHORT 3dH=11619.00 3dL=10937.25
g_inside_bar_breakout,SHORT,2022-11-03 17:00:00+00:00,10856.5,10859.5,10850.5,2022-11-03 17:01:00+00:00,10850.5,target,12.0,24,1.0,2022,12,"IB_break SHORT ib=[10846.00,10859.25]"
e_multi_day_breakout,SHORT,2022-11-04 15:55:00+00:00,10729.25,10735.0,10717.75,2022-11-04 15:58:00+00:00,10717.75,target,23.0,46,3.0,2022,10,3d_break SHORT 3dH=11619.00 3dL=10708.00
a_asian_continuation,LONG,2022-11-07 11:00:00+00:00,10950.75,10947.25,10957.75,2022-11-07 11:01:00+00:00,10947.25,stop,-7.0,-14,1.0,2022,5,"ON_break LONG close5=10963.75 on=[10775.75,10953.25]"
a_asian_continuation,LONG,2022-11-08 11:45:00+00:00,11075.75,11072.25,11082.75,2022-11-08 11:47:00+00:00,11082.75,target,14.0,28,2.0,2022,5,"ON_break LONG close5=11085.50 on=[10954.75,11079.25]"
e_multi_day_breakout,LONG,2022-11-08 14:50:00+00:00,11038.75,11031.25,11053.75,2022-11-08 14:52:00+00:00,11053.75,target,30.0,60,2.0,2022,8,3d_break LONG 3dH=11038.50 3dL=10662.75
g_inside_bar_breakout,LONG,2022-11-08 17:25:00+00:00,11183.75,11177.25,11196.75,2022-11-08 17:29:00+00:00,11196.75,target,26.0,52,4.0,2022,11,"IB_break LONG ib=[11177.50,11189.25]"
g_inside_bar_breakout,SHORT,2022-11-08 18:15:00+00:00,11211.25,11218.25,11197.25,2022-11-08 18:18:00+00:00,11197.25,target,28.0,56,3.0,2022,12,"IB_break SHORT ib=[11210.00,11218.00]"
a_asian_continuation,SHORT,2022-11-09 09:45:00+00:00,11074.75,11078.25,11067.75,2022-11-09 09:46:00+00:00,11067.75,target,14.0,28,1.0,2022,3,"ON_break SHORT close5=11047.00 on=[11068.00,11164.75]"
g_inside_bar_breakout,LONG,2022-11-09 18:55:00+00:00,10862.0,10858.25,10869.5,2022-11-09 18:56:00+00:00,10858.25,stop,-7.5,-15,1.0,2022,12,"IB_break LONG ib=[10858.50,10870.25]"
e_multi_day_breakout,LONG,2022-11-10 14:51:00+00:00,11371.75,11364.75,11385.75,2022-11-10 14:52:00+00:00,11385.75,target,28.0,56,1.0,2022,8,3d_break LONG 3dH=11231.50 3dL=10822.00
g_inside_bar_breakout,SHORT,2022-11-10 19:15:00+00:00,11508.25,11511.25,11502.25,2022-11-10 19:16:00+00:00,11511.25,stop,-6.0,-12,1.0,2022,13,"IB_break SHORT ib=[11503.50,11511.00]"
e_multi_day_breakout,LONG,2022-11-11 14:54:00+00:00,11652.25,11648.5,11659.75,2022-11-11 14:55:00+00:00,11648.5,stop,-7.5,-15,1.0,2022,8,3d_break LONG 3dH=11645.00 3dL=10822.00
e_multi_day_breakout,LONG,2022-11-14 18:25:00+00:00,11867.5,11860.5,11881.5,2022-11-14 18:29:00+00:00,11881.5,target,28.0,56,4.0,2022,12,3d_break LONG 3dH=11876.75 3dL=10822.00
a_asian_continuation,LONG,2022-11-15 10:00:00+00:00,11856.25,11852.75,11863.25,2022-11-15 10:01:00+00:00,11863.25,target,14.0,28,1.0,2022,4,"ON_break LONG close5=11873.00 on=[11761.50,11861.75]"
b_rth_open_drive_scalp,SHORT,2022-11-15 14:35:00+00:00,12036.75,12040.625,12029.0,2022-11-15 14:36:00+00:00,12029.0,target,15.5,31,1.0,2022,8,OR_drive SHORT progress=-3%
e_multi_day_breakout,LONG,2022-11-15 14:54:00+00:00,11967.5,11966.0,11970.5,2022-11-15 14:55:00+00:00,11970.5,target,6.0,12,1.0,2022,8,3d_break LONG 3dH=11898.50 3dL=11269.00
g_inside_bar_breakout,SHORT,2022-11-15 17:40:00+00:00,12005.0,12007.75,11999.5,2022-11-15 17:41:00+00:00,11999.5,target,11.0,22,1.0,2022,11,"IB_break SHORT ib=[11994.25,12007.50]"
b_rth_open_drive_scalp,LONG,2022-11-16 14:36:00+00:00,11817.25,11815.375,11821.0,2022-11-16 14:37:00+00:00,11815.375,stop,-4.0,-8,1.0,2022,8,OR_drive LONG progress=+17%
a_asian_continuation,SHORT,2022-11-17 10:50:00+00:00,11690.5,11694.0,11683.5,2022-11-17 10:51:00+00:00,11683.5,target,14.0,28,1.0,2022,4,"ON_break SHORT close5=11673.00 on=[11690.25,11828.25]"
e_multi_day_breakout,SHORT,2022-11-17 14:47:00+00:00,11628.5,11635.25,11615.0,2022-11-17 14:52:00+00:00,11615.0,target,27.0,54,5.0,2022,8,3d_break SHORT 3dH=12063.00 3dL=11702.00
g_inside_bar_breakout,SHORT,2022-11-17 16:05:00+00:00,11617.0,11623.75,11603.5,2022-11-17 16:06:00+00:00,11623.75,stop,-13.5,-27,1.0,2022,10,"IB_break SHORT ib=[11604.25,11623.50]"
a_asian_continuation,LONG,2022-11-18 09:30:00+00:00,11760.25,11756.75,11767.25,2022-11-18 09:31:00+00:00,11767.25,target,14.0,28,1.0,2022,3,"ON_break LONG close5=11773.50 on=[11672.00,11764.00]"
g_inside_bar_breakout,SHORT,2022-11-18 19:25:00+00:00,11657.5,11663.5,11645.5,2022-11-18 19:29:00+00:00,11645.5,target,24.0,48,4.0,2022,13,"IB_break SHORT ib=[11651.50,11663.25]"
g_inside_bar_breakout,SHORT,2022-11-21 15:30:00+00:00,11608.5,11614.75,11596.0,2022-11-21 15:34:00+00:00,11596.0,target,25.0,50,4.0,2022,9,"IB_break SHORT ib=[11599.00,11614.50]"
g_inside_bar_breakout,SHORT,2022-11-21 16:40:00+00:00,11601.5,11605.75,11593.0,2022-11-21 16:41:00+00:00,11605.75,stop,-8.5,-17,1.0,2022,10,"IB_break SHORT ib=[11591.75,11605.50]"
g_inside_bar_breakout,SHORT,2022-11-21 18:45:00+00:00,11625.0,11632.5,11610.0,2022-11-21 18:53:00+00:00,11610.0,target,30.0,60,8.0,2022,12,"IB_break SHORT ib=[11618.25,11632.25]"
g_inside_bar_breakout,LONG,2022-11-22 18:45:00+00:00,11692.0,11684.75,11706.5,2022-11-22 19:02:00+00:00,11706.5,target,29.0,58,17.0,2022,12,"IB_break LONG ib=[11685.00,11693.25]"
a_asian_continuation,LONG,2022-11-23 09:40:00+00:00,11767.5,11764.0,11774.5,2022-11-23 09:44:00+00:00,11774.5,target,14.0,28,4.0,2022,3,"ON_break LONG close5=11774.75 on=[11720.25,11770.00]"
e_multi_day_breakout,LONG,2022-11-23 15:05:00+00:00,11841.75,11835.0,11855.25,2022-11-23 15:06:00+00:00,11855.25,target,27.0,54,1.0,2022,9,3d_break LONG 3dH=11842.75 3dL=11527.50
e_multi_day_breakout,LONG,2022-11-24 14:45:00+00:00,11914.0,11907.25,11927.5,2022-11-24 14:50:00+00:00,11907.25,stop,-13.5,-27,5.0,2022,8,3d_break LONG 3dH=11892.75 3dL=11527.50
g_inside_bar_breakout,LONG,2022-11-24 15:55:00+00:00,11915.25,11912.75,11920.25,2022-11-24 15:58:00+00:00,11920.25,target,10.0,20,3.0,2022,9,"IB_break LONG ib=[11913.00,11916.75]"
a_asian_continuation,SHORT,2022-11-25 09:40:00+00:00,11877.0,11880.5,11870.0,2022-11-25 09:41:00+00:00,11880.5,stop,-7.0,-14,1.0,2022,3,"ON_break SHORT close5=11868.25 on=[11873.50,11923.75]"
b_rth_open_drive_scalp,SHORT,2022-11-25 14:35:00+00:00,11783.75,11786.25,11778.75,2022-11-25 14:36:00+00:00,11786.25,stop,-5.0,-10,1.0,2022,8,OR_drive SHORT progress=-71%
g_inside_bar_breakout,LONG,2022-11-25 16:40:00+00:00,11785.0,11780.75,11793.5,2022-11-25 16:44:00+00:00,11793.5,target,17.0,34,4.0,2022,10,"IB_break LONG ib=[11781.00,11789.00]"
