strategy,direction,entry_ts,entry_price,stop_price,target_price,exit_ts,exit_price,exit_reason,pnl_dollars,pnl_ticks,hold_min,year
spring_setup,LONG,2026-04-23 08:09:00+00:00,26962.25,26935.0,27003.125,2026-04-23 08:43:00+00:00,26935.0,stop,-54.5,-109,34.0,2026
bias_momentum,LONG,2026-04-23 08:13:00+00:00,26970.5,26955.5,27008.0,2026-04-23 08:33:00+00:00,26955.5,stop,-30.0,-60,20.0,2026
vwap_band_reversion,LONG,2026-04-23 09:10:00+00:00,26909.25,26874.366371984717,27006.039550886497,2026-04-23 11:47:00+00:00,27006.039550886497,target,193.5,387,157.0,2026
bias_momentum,SHORT,2026-04-23 09:25:00+00:00,26941.25,26952.5,26913.125,2026-04-23 09:27:00+00:00,26952.5,stop,-22.5,-45,2.0,2026
bias_momentum,SHORT,2026-04-23 09:28:00+00:00,26944.0,26992.0,26824.0,2026-04-23 11:10:00+00:00,26992.0,stop,-96.0,-192,102.0,2026
vwap_pullback_v2,SHORT,2026-04-23 09:32:00+00:00,26953.75,26993.0,26883.0,2026-04-23 11:10:00+00:00,26993.0,stop,-78.5,-157,98.0,2026
spring_setup,LONG,2026-04-23 10:54:00+00:00,26964.25,26940.0,27000.625,2026-04-23 11:46:00+00:00,27000.625,target,73.0,146,52.0,2026
bias_momentum,LONG,2026-04-23 11:40:00+00:00,26965.0,26919.5,27078.75,2026-04-23 12:11:00+00:00,27078.75,target,227.5,455,31.0,2026
spring_setup,LONG,2026-04-23 11:46:00+00:00,26998.25,26968.5,27042.875,2026-04-23 11:54:00+00:00,27042.875,target,89.0,178,8.0,2026
spring_setup,LONG,2026-04-23 11:55:00+00:00,27042.75,27010.0,27091.875,2026-04-23 12:45:00+00:00,27010.0,stop,-65.5,-131,50.0,2026
bias_momentum,LONG,2026-04-23 12:25:00+00:00,27032.5,27020.0,27063.75,2026-04-23 12:45:00+00:00,27020.0,stop,-25.0,-50,20.0,2026
spring_setup,LONG,2026-04-23 12:46:00+00:00,27006.75,26956.75,27081.75,2026-04-23 13:47:00+00:00,27081.75,target,150.0,300,61.0,2026
bias_momentum,LONG,2026-04-23 12:51:00+00:00,27009.75,26994.75,27047.25,2026-04-23 13:14:00+00:00,26994.75,stop,-30.0,-60,23.0,2026
bias_momentum,LONG,2026-04-23 13:15:00+00:00,27011.75,26996.75,27049.25,2026-04-23 13:27:00+00:00,26996.75,stop,-30.0,-60,12.0,2026
bias_momentum,LONG,2026-04-23 13:28:00+00:00,27019.25,27004.25,27056.75,2026-04-23 13:30:00+00:00,27004.25,stop,-30.0,-60,2.0,2026
bias_momentum,LONG,2026-04-23 13:35:00+00:00,27021.0,27006.0,27058.5,2026-04-23 13:40:00+00:00,27058.5,target,75.0,150,5.0,2026
bias_momentum,LONG,2026-04-23 13:40:00+00:00,27056.75,27041.75,27094.25,2026-04-23 13:45:00+00:00,27041.75,stop,-30.0,-60,5.0,2026
bias_momentum,LONG,2026-04-23 13:45:00+00:00,27055.0,27040.0,27092.5,2026-04-23 13:47:00+00:00,27092.5,target,75.0,150,2.0,2026
bias_momentum,LONG,2026-04-23 13:47:00+00:00,27090.0,27075.0,27127.5,2026-04-23 13:49:00+00:00,27075.0,stop,-30.0,-60,2.0,2026
opening_session,LONG,2026-04-23 13:47:00+00:00,27090.0,27075.0,27141.88,2026-04-23 13:49:00+00:00,27075.0,stop,-30.0,-60,2.0,2026
bias_momentum,LONG,2026-04-23 13:49:00+00:00,27080.0,27065.0,27117.5,2026-04-23 13:50:00+00:00,27065.0,stop,-30.0,-60,1.0,2026
spring_setup,LONG,2026-04-23 14:02:00+00:00,27007.0,26957.0,27082.0,2026-04-23 14:55:00+00:00,27082.0,target,150.0,300,53.0,2026
bias_momentum,LONG,2026-04-23 14:05:00+00:00,27020.5,27005.5,27058.0,2026-04-23 14:06:00+00:00,27005.5,stop,-30.0,-60,1.0,2026
bias_momentum,LONG,2026-04-23 14:06:00+00:00,27000.75,26985.75,27038.25,2026-04-23 14:13:00+00:00,26985.75,stop,-30.0,-60,7.0,2026
bias_momentum,LONG,2026-04-23 14:30:00+00:00,27029.5,27014.5,27067.0,2026-04-23 14:41:00+00:00,27014.5,stop,-30.0,-60,11.0,2026
bias_momentum,LONG,2026-04-23 14:41:00+00:00,27017.0,27010.0,27034.5,2026-04-23 14:42:00+00:00,27010.0,stop,-14.0,-28,1.0,2026
bias_momentum,LONG,2026-04-23 14:42:00+00:00,27011.5,27004.0,27030.25,2026-04-23 14:44:00+00:00,27030.25,target,37.5,75,2.0,2026
bias_momentum,LONG,2026-04-23 14:44:00+00:00,27034.25,27019.25,27071.75,2026-04-23 14:53:00+00:00,27071.75,target,75.0,150,9.0,2026
opening_session,LONG,2026-04-23 14:51:00+00:00,27057.5,27042.5,27109.38,2026-04-23 15:00:00+00:00,27109.38,target,104.0,208,9.0,2026
bias_momentum,LONG,2026-04-23 14:53:00+00:00,27072.5,27057.5,27110.0,2026-04-23 15:00:00+00:00,27110.0,target,75.0,150,7.0,2026
opening_session,LONG,2026-04-23 15:00:00+00:00,27107.75,27092.75,27159.62,2026-04-23 15:46:00+00:00,27092.75,stop,-30.0,-60,46.0,2026
spring_setup,LONG,2026-04-23 15:02:00+00:00,27103.0,27058.0,27170.5,2026-04-23 16:04:00+00:00,27058.0,stop,-90.0,-180,62.0,2026
opening_session,LONG,2026-04-23 15:56:00+00:00,27095.0,27080.0,27146.88,2026-04-23 15:57:00+00:00,27080.0,stop,-30.0,-60,1.0,2026
bias_momentum,LONG,2026-04-23 15:58:00+00:00,27087.75,27072.75,27125.25,2026-04-23 16:03:00+00:00,27072.75,stop,-30.0,-60,5.0,2026
spring_setup,LONG,2026-04-23 16:05:00+00:00,27047.0,27001.5,27115.25,2026-04-23 16:35:00+00:00,27115.25,target,136.5,273,30.0,2026
bias_momentum,LONG,2026-04-23 16:12:00+00:00,27072.5,27057.5,27110.0,2026-04-23 16:34:00+00:00,27110.0,target,75.0,150,22.0,2026
bias_momentum,LONG,2026-04-23 16:40:00+00:00,27098.0,27093.0,27110.5,2026-04-23 16:41:00+00:00,27093.0,stop,-10.0,-20,1.0,2026
bias_momentum,LONG,2026-04-23 16:41:00+00:00,27096.75,27090.5,27112.375,2026-04-23 16:45:00+00:00,27112.375,target,31.0,62,4.0,2026
spring_setup,LONG,2026-04-23 16:52:00+00:00,27104.0,27065.25,27162.125,2026-04-23 17:01:00+00:00,27065.25,stop,-77.5,-155,9.0,2026
spring_setup,LONG,2026-04-23 17:06:00+00:00,27002.75,26952.75,27077.75,2026-04-23 17:09:00+00:00,26952.75,stop,-100.0,-200,3.0,2026
spring_setup,LONG,2026-04-23 17:10:00+00:00,26960.0,26910.0,27035.0,2026-04-23 17:16:00+00:00,26910.0,stop,-100.0,-200,6.0,2026
spring_setup,LONG,2026-04-23 17:17:00+00:00,26906.75,26856.75,26981.75,2026-04-23 17:31:00+00:00,26856.75,stop,-100.0,-200,14.0,2026
bias_momentum,SHORT,2026-04-23 17:35:00+00:00,26923.25,26938.25,26885.75,2026-04-23 17:36:00+00:00,26885.75,target,75.0,150,1.0,2026
bias_momentum,SHORT,2026-04-23 18:42:00+00:00,26936.0,26951.0,26898.5,2026-04-23 18:44:00+00:00,26951.0,stop,-30.0,-60,2.0,2026
bias_momentum,SHORT,2026-04-23 18:45:00+00:00,26942.75,26957.75,26905.25,2026-04-23 18:50:00+00:00,26905.25,target,75.0,150,5.0,2026
bias_momentum,SHORT,2026-04-23 18:51:00+00:00,26914.75,26929.75,26877.25,2026-04-23 18:59:00+00:00,26877.25,target,75.0,150,8.0,2026
spring_setup,LONG,2026-04-23 20:02:00+00:00,26967.75,26917.75,27042.75,2026-04-23 22:13:00+00:00,27042.75,target,150.0,300,131.0,2026
bias_momentum,LONG,2026-04-23 22:33:00+00:00,27031.75,27029.75,27036.75,2026-04-23 22:34:00+00:00,27036.75,target,10.0,20,1.0,2026
bias_momentum,LONG,2026-04-23 22:40:00+00:00,27030.25,27027.5,27037.125,2026-04-23 22:41:00+00:00,27027.5,stop,-5.5,-11,1.0,2026
bias_momentum,LONG,2026-04-23 22:41:00+00:00,27024.0,27021.5,27030.25,2026-04-23 22:44:00+00:00,27030.25,target,12.5,25,3.0,2026
spring_setup,LONG,2026-04-23 22:43:00+00:00,27027.25,26996.25,27073.75,2026-04-23 23:38:00+00:00,27073.75,target,93.0,186,55.0,2026
bias_momentum,LONG,2026-04-23 22:44:00+00:00,27032.75,27021.5,27060.875,2026-04-23 23:31:00+00:00,27060.875,target,56.0,112,47.0,2026
bias_momentum,LONG,2026-04-23 23:31:00+00:00,27059.75,27013.0,27176.625,2026-04-24 03:31:00+00:00,27031.25,time_exit,-57.0,-114,240.0,2026
spring_setup,LONG,2026-04-24 00:08:00+00:00,27103.0,27082.0,27134.5,2026-04-24 00:30:00+00:00,27134.5,target,63.0,126,22.0,2026
spring_setup,LONG,2026-04-24 00:32:00+00:00,27124.25,27101.25,27158.75,2026-04-24 01:32:00+00:00,27101.25,stop,-46.0,-92,60.0,2026
spring_setup,LONG,2026-04-24 01:33:00+00:00,27108.5,27089.0,27137.75,2026-04-24 02:21:00+00:00,27089.0,stop,-39.0,-78,48.0,2026
spring_setup,LONG,2026-04-24 02:33:00+00:00,27090.5,27070.75,27120.125,2026-04-24 02:48:00+00:00,27070.75,stop,-39.5,-79,15.0,2026
spring_setup,LONG,2026-04-24 02:50:00+00:00,27068.5,27047.25,27100.375,2026-04-24 03:24:00+00:00,27047.25,stop,-42.5,-85,34.0,2026
spring_setup,LONG,2026-04-24 03:41:00+00:00,27033.0,27009.75,27067.875,2026-04-24 05:31:00+00:00,27067.875,target,70.0,140,110.0,2026
vwap_pullback_v2,SHORT,2026-04-24 05:00:00+00:00,27050.0,27076.5,27002.25,2026-04-24 05:43:00+00:00,27076.5,stop,-53.0,-106,43.0,2026
bias_momentum,SHORT,2026-04-24 05:00:00+00:00,27050.0,27082.0,26970.0,2026-04-24 05:50:00+00:00,27082.0,stop,-64.0,-128,50.0,2026
spring_setup,LONG,2026-04-24 05:43:00+00:00,27075.25,27057.25,27102.25,2026-04-24 07:06:00+00:00,27102.25,target,54.0,108,83.0,2026
bias_momentum,LONG,2026-04-24 05:55:00+00:00,27083.75,27055.25,27155.0,2026-04-24 09:55:00+00:00,27101.5,time_exit,35.5,71,240.0,2026
vwap_pullback_v2,LONG,2026-04-24 06:26:00+00:00,27078.25,27053.25,27123.25,2026-04-24 08:16:00+00:00,27123.25,target,90.0,180,110.0,2026
spring_setup,LONG,2026-04-24 07:09:00+00:00,27105.5,27088.0,27131.75,2026-04-24 07:35:00+00:00,27088.0,stop,-35.0,-70,26.0,2026
spring_setup,LONG,2026-04-24 07:41:00+00:00,27084.5,27066.75,27111.125,2026-04-24 07:59:00+00:00,27111.125,target,53.0,106,18.0,2026
spring_setup,LONG,2026-04-24 08:02:00+00:00,27096.0,27077.25,27124.125,2026-04-24 08:04:00+00:00,27077.25,stop,-37.5,-75,2.0,2026
spring_setup,LONG,2026-04-24 08:04:00+00:00,27087.0,27055.75,27133.875,2026-04-24 08:19:00+00:00,27133.875,target,94.0,188,15.0,2026
vwap_pullback_v2,LONG,2026-04-24 08:35:00+00:00,27097.5,27059.0,27166.75,2026-04-24 10:25:00+00:00,27166.75,target,138.5,277,110.0,2026
spring_setup,LONG,2026-04-24 08:38:00+00:00,27098.0,27073.5,27134.75,2026-04-24 09:22:00+00:00,27073.5,stop,-49.0,-98,44.0,2026
spring_setup,LONG,2026-04-24 09:23:00+00:00,27089.25,27056.0,27139.125,2026-04-24 10:13:00+00:00,27139.125,target,100.0,200,50.0,2026
bias_momentum,LONG,2026-04-24 09:55:00+00:00,27101.5,27065.0,27192.75,2026-04-24 10:36:00+00:00,27192.75,target,182.5,365,41.0,2026
spring_setup,LONG,2026-04-24 10:22:00+00:00,27153.25,27124.25,27196.75,2026-04-24 11:04:00+00:00,27196.75,target,87.0,174,42.0,2026
bias_momentum,LONG,2026-04-24 10:55:00+00:00,27174.25,27137.25,27266.75,2026-04-24 11:07:00+00:00,27266.75,target,185.0,370,12.0,2026
spring_setup,LONG,2026-04-24 11:05:00+00:00,27217.0,27175.5,27279.25,2026-04-24 11:07:00+00:00,27279.25,target,124.5,249,2.0,2026
spring_setup,LONG,2026-04-24 11:24:00+00:00,27331.75,27281.75,27406.75,2026-04-24 11:45:00+00:00,27281.75,stop,-100.0,-200,21.0,2026
bias_momentum,LONG,2026-04-24 11:48:00+00:00,27286.75,27279.5,27304.875,2026-04-24 11:53:00+00:00,27279.5,stop,-14.5,-29,5.0,2026
spring_setup,LONG,2026-04-24 11:50:00+00:00,27284.75,27249.5,27337.625,2026-04-24 12:37:00+00:00,27249.5,stop,-70.5,-141,47.0,2026
bias_momentum,LONG,2026-04-24 12:05:00+00:00,27273.25,27267.0,27288.875,2026-04-24 12:10:00+00:00,27288.875,target,31.0,62,5.0,2026
bias_momentum,LONG,2026-04-24 12:10:00+00:00,27289.75,27274.75,27327.25,2026-04-24 12:19:00+00:00,27274.75,stop,-30.0,-60,9.0,2026
bias_momentum,LONG,2026-04-24 12:19:00+00:00,27296.25,27281.25,27333.75,2026-04-24 12:21:00+00:00,27281.25,stop,-30.0,-60,2.0,2026
bias_momentum,LONG,2026-04-24 12:21:00+00:00,27277.5,27269.5,27297.5,2026-04-24 12:22:00+00:00,27269.5,stop,-16.0,-32,1.0,2026
bias_momentum,LONG,2026-04-24 12:22:00+00:00,27279.5,27264.5,27317.0,2026-04-24 12:34:00+00:00,27264.5,stop,-30.0,-60,12.0,2026
spring_setup,LONG,2026-04-24 12:50:00+00:00,27228.0,27178.0,27303.0,2026-04-24 13:30:00+00:00,27178.0,stop,-100.0,-200,40.0,2026
spring_setup,LONG,2026-04-24 13:37:00+00:00,27210.5,27165.25,27278.375,2026-04-24 13:54:00+00:00,27165.25,stop,-90.5,-181,17.0,2026
bias_momentum,LONG,2026-04-24 13:39:00+00:00,27246.75,27231.75,27284.25,2026-04-24 13:43:00+00:00,27231.75,stop,-30.0,-60,4.0,2026
bias_momentum,LONG,2026-04-24 13:49:00+00:00,27240.0,27225.0,27277.5,2026-04-24 13:50:00+00:00,27225.0,stop,-30.0,-60,1.0,2026
opening_session,SHORT,2026-04-24 13:50:00+00:00,27219.75,27234.75,27178.12,2026-04-24 13:54:00+00:00,27178.12,target,83.5,167,4.0,2026
bias_momentum,SHORT,2026-04-24 13:53:00+00:00,27198.25,27213.25,27160.75,2026-04-24 13:55:00+00:00,27160.75,target,75.0,150,2.0,2026
opening_session,SHORT,2026-04-24 13:54:00+00:00,27173.0,27188.0,27131.38,2026-04-24 13:56:00+00:00,27131.38,target,83.0,166,2.0,2026
spring_setup,LONG,2026-04-24 13:56:00+00:00,27155.25,27105.25,27230.25,2026-04-24 14:09:00+00:00,27230.25,target,150.0,300,13.0,2026
orb_fade,LONG,2026-04-24 14:00:00+00:00,27177.0,27169.5,27260.25,2026-04-24 14:01:00+00:00,27169.5,stop,-15.0,-30,1.0,2026
orb_fade,LONG,2026-04-24 14:01:00+00:00,27202.0,27194.5,27260.25,2026-04-24 14:02:00+00:00,27194.5,stop,-15.0,-30,1.0,2026
bias_momentum,LONG,2026-04-24 14:09:00+00:00,27229.0,27214.0,27266.5,2026-04-24 14:13:00+00:00,27266.5,target,75.0,150,4.0,2026
spring_setup,LONG,2026-04-24 14:20:00+00:00,27244.0,27194.0,27319.0,2026-04-24 14:26:00+00:00,27194.0,stop,-100.0,-200,6.0,2026
spring_setup,LONG,2026-04-24 14:35:00+00:00,27198.0,27148.0,27273.0,2026-04-24 14:46:00+00:00,27273.0,target,150.0,300,11.0,2026
bias_momentum,LONG,2026-04-24 14:45:00+00:00,27253.25,27238.25,27290.75,2026-04-24 14:48:00+00:00,27238.25,stop,-30.0,-60,3.0,2026
opening_session,LONG,2026-04-24 14:45:00+00:00,27253.25,27238.25,27294.88,2026-04-24 14:48:00+00:00,27238.25,stop,-30.0,-60,3.0,2026
bias_momentum,LONG,2026-04-24 14:48:00+00:00,27237.25,27235.25,27242.25,2026-04-24 14:49:00+00:00,27235.25,stop,-4.0,-8,1.0,2026
opening_session,LONG,2026-04-24 14:48:00+00:00,27237.25,27235.25,27278.88,2026-04-24 14:49:00+00:00,27235.25,stop,-4.0,-8,1.0,2026
bias_momentum,LONG,2026-04-24 14:49:00+00:00,27261.25,27246.25,27298.75,2026-04-24 15:00:00+00:00,27298.75,target,75.0,150,11.0,2026
spring_setup,LONG,2026-04-24 14:50:00+00:00,27261.75,27211.75,27336.75,2026-04-24 15:30:00+00:00,27336.75,target,150.0,300,40.0,2026
spring_setup,LONG,2026-04-24 15:33:00+00:00,27334.5,27284.5,27409.5,2026-04-24 15:45:00+00:00,27409.5,target,150.0,300,12.0,2026
bias_momentum,LONG,2026-04-24 15:40:00+00:00,27326.25,27311.25,27363.75,2026-04-24 15:44:00+00:00,27363.75,target,75.0,150,4.0,2026
spring_setup,LONG,2026-04-24 15:46:00+00:00,27368.5,27318.5,27443.5,2026-04-24 17:54:00+00:00,27443.5,target,150.0,300,128.0,2026
bias_momentum,LONG,2026-04-24 16:10:00+00:00,27382.0,27367.0,27419.5,2026-04-24 16:15:00+00:00,27367.0,stop,-30.0,-60,5.0,2026
bias_momentum,LONG,2026-04-24 16:16:00+00:00,27382.25,27367.25,27419.75,2026-04-24 16:30:00+00:00,27419.75,target,75.0,150,14.0,2026
bias_momentum,LONG,2026-04-24 16:51:00+00:00,27399.25,27384.25,27436.75,2026-04-24 17:21:00+00:00,27384.25,stop,-30.0,-60,30.0,2026
bias_momentum,LONG,2026-04-24 17:30:00+00:00,27383.25,27371.75,27412.0,2026-04-24 17:36:00+00:00,27412.0,target,57.5,115,6.0,2026
bias_momentum,LONG,2026-04-24 17:37:00+00:00,27408.75,27393.75,27446.25,2026-04-24 17:39:00+00:00,27393.75,stop,-30.0,-60,2.0,2026
bias_momentum,LONG,2026-04-24 17:39:00+00:00,27396.25,27391.75,27407.5,2026-04-24 17:41:00+00:00,27407.5,target,22.5,45,2.0,2026
bias_momentum,LONG,2026-04-24 17:41:00+00:00,27411.75,27396.75,27449.25,2026-04-24 17:54:00+00:00,27449.25,target,75.0,150,13.0,2026
spring_setup,LONG,2026-04-24 18:26:00+00:00,27402.75,27371.25,27450.0,2026-04-24 19:15:00+00:00,27450.0,target,94.5,189,49.0,2026
bias_momentum,LONG,2026-04-24 18:32:00+00:00,27401.0,27386.0,27438.5,2026-04-24 19:11:00+00:00,27438.5,target,75.0,150,39.0,2026
spring_setup,LONG,2026-04-24 19:27:00+00:00,27425.5,27396.0,27469.75,2026-04-24 20:59:00+00:00,27440.75,time_exit,30.5,61,92.0,2026
bias_momentum,LONG,2026-04-24 19:40:00+00:00,27417.0,27403.25,27451.375,2026-04-24 20:59:00+00:00,27440.75,time_exit,47.5,95,79.0,2026
bias_momentum,LONG,2026-04-24 20:59:00+00:00,27440.75,27402.75,27535.75,2026-04-25 00:59:00+00:00,27440.75,no_data_in_window,0.0,0,240.0,2026
vwap_pullback_v2,LONG,2026-04-26 22:08:00+00:00,27361.75,27318.75,27439.25,2026-04-27 00:55:00+00:00,27439.25,target,155.0,310,167.0,2026
spring_setup,LONG,2026-04-26 22:18:00+00:00,27365.0,27336.0,27408.5,2026-04-27 00:13:00+00:00,27408.5,target,87.0,174,115.0,2026
bias_momentum,LONG,2026-04-27 00:00:00+00:00,27393.75,27349.0,27505.625,2026-04-27 01:32:00+00:00,27505.625,target,224.0,448,92.0,2026
spring_setup,LONG,2026-04-27 00:14:00+00:00,27408.5,27388.0,27439.25,2026-04-27 00:55:00+00:00,27439.25,target,61.5,123,41.0,2026
spring_setup,LONG,2026-04-27 01:35:00+00:00,27510.75,27484.5,27550.125,2026-04-27 05:14:00+00:00,27484.5,stop,-52.5,-105,219.0,2026
bias_momentum,LONG,2026-04-27 02:15:00+00:00,27530.25,27489.0,27633.375,2026-04-27 05:05:00+00:00,27489.0,stop,-82.5,-165,170.0,2026
vwap_band_reversion,SHORT,2026-04-27 03:05:00+00:00,27518.75,27567.42732165035,27322.881580847683,2026-04-27 07:05:00+00:00,27420.5,time_exit,196.5,393,240.0,2026
vwap_pullback_v2,LONG,2026-04-27 05:03:00+00:00,27506.0,27483.75,27546.0,2026-04-27 05:14:00+00:00,27483.75,stop,-44.5,-89,11.0,2026
spring_setup,LONG,2026-04-27 05:15:00+00:00,27479.5,27460.75,27507.625,2026-04-27 05:27:00+00:00,27460.75,stop,-37.5,-75,12.0,2026
vwap_pullback_v2,LONG,2026-04-27 05:16:00+00:00,27481.5,27457.25,27525.25,2026-04-27 05:30:00+00:00,27457.25,stop,-48.5,-97,14.0,2026
spring_setup,LONG,2026-04-27 05:45:00+00:00,27460.25,27437.75,27494.0,2026-04-27 06:04:00+00:00,27437.75,stop,-45.0,-90,19.0,2026
bias_momentum,SHORT,2026-04-27 05:58:00+00:00,27451.5,27485.75,27365.875,2026-04-27 09:58:00+00:00,27452.0,time_exit,-1.0,-2,240.0,2026
vwap_pullback_v2,SHORT,2026-04-27 08:39:00+00:00,27426.25,27457.25,27370.5,2026-04-27 09:31:00+00:00,27457.25,stop,-62.0,-124,52.0,2026
spring_setup,LONG,2026-04-27 09:15:00+00:00,27449.0,27430.5,27476.75,2026-04-27 10:40:00+00:00,27476.75,target,55.5,111,85.0,2026
vwap_pullback_v2,LONG,2026-04-27 09:36:00+00:00,27453.5,27428.0,27499.5,2026-04-27 11:32:00+00:00,27499.5,target,92.0,184,116.0,2026
bias_momentum,LONG,2026-04-27 10:40:00+00:00,27476.75,27444.5,27557.375,2026-04-27 12:22:00+00:00,27444.5,stop,-64.5,-129,102.0,2026
spring_setup,LONG,2026-04-27 10:47:00+00:00,27472.0,27453.5,27499.75,2026-04-27 11:32:00+00:00,27499.75,target,55.5,111,45.0,2026
spring_setup,LONG,2026-04-27 11:45:00+00:00,27482.75,27467.75,27505.25,2026-04-27 12:03:00+00:00,27467.75,stop,-30.0,-60,18.0,2026
spring_setup,LONG,2026-04-27 12:35:00+00:00,27416.75,27395.25,27449.0,2026-04-27 12:38:00+00:00,27395.25,stop,-43.0,-86,3.0,2026
bias_momentum,SHORT,2026-04-27 12:55:00+00:00,27424.5,27468.75,27313.875,2026-04-27 13:51:00+00:00,27313.875,target,221.0,442,56.0,2026
opening_session,SHORT,2026-04-27 13:47:00+00:00,27346.25,27361.25,27308.5,2026-04-27 13:48:00+00:00,27361.25,stop,-30.0,-60,1.0,2026
orb_fade,LONG,2026-04-27 13:48:00+00:00,27363.5,27356.0,27429.75,2026-04-27 13:49:00+00:00,27356.0,stop,-15.0,-30,1.0,2026
opening_session,SHORT,2026-04-27 13:49:00+00:00,27350.5,27365.5,27312.75,2026-04-27 13:51:00+00:00,27312.75,target,75.5,151,2.0,2026
bias_momentum,SHORT,2026-04-27 14:00:00+00:00,27399.75,27414.0,27364.125,2026-04-27 14:10:00+00:00,27364.125,target,71.0,142,10.0,2026
orb_fade,LONG,2026-04-27 14:13:00+00:00,27384.25,27376.75,27429.75,2026-04-27 14:15:00+00:00,27376.75,stop,-15.0,-30,2.0,2026
bias_momentum,SHORT,2026-04-27 14:15:00+00:00,27372.0,27387.0,27334.5,2026-04-27 14:30:00+00:00,27334.5,target,75.0,150,15.0,2026
bias_momentum,SHORT,2026-04-27 14:30:00+00:00,27341.5,27356.5,27304.0,2026-04-27 14:34:00+00:00,27356.5,stop,-30.0,-60,4.0,2026
bias_momentum,SHORT,2026-04-27 14:34:00+00:00,27355.25,27361.5,27339.625,2026-04-27 14:35:00+00:00,27361.5,stop,-12.5,-25,1.0,2026
bias_momentum,SHORT,2026-04-27 14:45:00+00:00,27360.5,27375.5,27323.0,2026-04-27 14:48:00+00:00,27375.5,stop,-30.0,-60,3.0,2026
bias_momentum,SHORT,2026-04-27 14:48:00+00:00,27367.25,27382.25,27329.75,2026-04-27 14:50:00+00:00,27382.25,stop,-30.0,-60,2.0,2026
bias_momentum,SHORT,2026-04-27 14:51:00+00:00,27376.0,27390.5,27339.75,2026-04-27 15:03:00+00:00,27339.75,target,72.5,145,12.0,2026
opening_session,SHORT,2026-04-27 15:02:00+00:00,27360.0,27375.0,27322.25,2026-04-27 15:21:00+00:00,27322.25,target,75.5,151,19.0,2026
bias_momentum,SHORT,2026-04-27 15:10:00+00:00,27358.75,27367.5,27336.875,2026-04-27 15:14:00+00:00,27336.875,target,44.0,88,4.0,2026
bias_momentum,SHORT,2026-04-27 15:20:00+00:00,27337.25,27352.25,27299.75,2026-04-27 15:30:00+00:00,27352.25,stop,-30.0,-60,10.0,2026
opening_session,SHORT,2026-04-27 15:21:00+00:00,27319.5,27334.5,27281.75,2026-04-27 15:26:00+00:00,27334.5,stop,-30.0,-60,5.0,2026
bias_momentum,SHORT,2026-04-27 15:46:00+00:00,27369.0,27383.75,27332.125,2026-04-27 16:12:00+00:00,27383.75,stop,-29.5,-59,26.0,2026
spring_setup,LONG,2026-04-27 16:16:00+00:00,27385.25,27349.25,27439.25,2026-04-27 17:50:00+00:00,27439.25,target,108.0,216,94.0,2026
spring_setup,LONG,2026-04-27 17:54:00+00:00,27424.0,27392.5,27471.25,2026-04-27 18:54:00+00:00,27392.5,stop,-63.0,-126,60.0,2026
bias_momentum,LONG,2026-04-27 17:55:00+00:00,27424.0,27378.5,27537.75,2026-04-27 20:59:00+00:00,27418.25,time_exit,-11.5,-23,184.0,2026
spring_setup,LONG,2026-04-27 19:03:00+00:00,27398.5,27375.0,27433.75,2026-04-27 19:32:00+00:00,27433.75,target,70.5,141,29.0,2026
spring_setup,LONG,2026-04-27 19:42:00+00:00,27421.25,27398.75,27455.0,2026-04-27 22:05:00+00:00,27455.0,target,67.5,135,143.0,2026
bias_momentum,LONG,2026-04-27 22:00:00+00:00,27436.5,27390.0,27552.75,2026-04-28 02:00:00+00:00,27420.0,time_exit,-33.0,-66,240.0,2026
spring_setup,LONG,2026-04-27 22:25:00+00:00,27487.0,27466.5,27517.75,2026-04-28 00:27:00+00:00,27466.5,stop,-41.0,-82,122.0,2026
vwap_band_reversion,SHORT,2026-04-28 00:25:00+00:00,27464.75,27498.991165707048,27396.015175096116,2026-04-28 02:56:00+00:00,27396.015175096116,target,137.5,275,151.0,2026
spring_setup,LONG,2026-04-28 00:52:00+00:00,27471.75,27454.0,27498.375,2026-04-28 01:01:00+00:00,27454.0,stop,-35.5,-71,9.0,2026
spring_setup,LONG,2026-04-28 01:10:00+00:00,27456.75,27439.75,27482.25,2026-04-28 01:41:00+00:00,27482.25,target,51.0,102,31.0,2026
spring_setup,LONG,2026-04-28 01:46:00+00:00,27479.5,27459.5,27509.5,2026-04-28 01:49:00+00:00,27459.5,stop,-40.0,-80,3.0,2026
spring_setup,LONG,2026-04-28 02:02:00+00:00,27418.75,27394.0,27455.875,2026-04-28 02:57:00+00:00,27394.0,stop,-49.5,-99,55.0,2026
bias_momentum,SHORT,2026-04-28 02:55:00+00:00,27399.25,27436.0,27307.375,2026-04-28 04:34:00+00:00,27436.0,stop,-73.5,-147,99.0,2026
spring_setup,LONG,2026-04-28 04:28:00+00:00,27427.5,27412.0,27450.75,2026-04-28 05:00:00+00:00,27412.0,stop,-31.0,-62,32.0,2026
vwap_pullback_v2,SHORT,2026-04-28 05:00:00+00:00,27414.0,27436.0,27374.5,2026-04-28 05:12:00+00:00,27374.5,target,79.0,158,12.0,2026
bias_momentum,SHORT,2026-04-28 05:00:00+00:00,27414.0,27445.5,27335.25,2026-04-28 06:44:00+00:00,27335.25,target,157.5,315,104.0,2026
vwap_pullback_v2,SHORT,2026-04-28 05:15:00+00:00,27385.5,27410.75,27340.0,2026-04-28 06:43:00+00:00,27340.0,target,91.0,182,88.0,2026
