strategy,direction,entry_ts,entry_price,stop_price,target_price,exit_ts,exit_price,exit_reason,pnl_dollars,pnl_ticks,hold_min,year,mae_ticks,mfe_ticks,regime,tod_bucket
g_inside_bar_breakout,LONG,2021-05-20 18:25:00+00:00,13484.5,13478.75,13496.0,2021-05-20 18:31:00+00:00,13496.0,target,18.18,46,6.0,2021,20.0,55.0,MEAN_REVERT_CHOP,Other RTH
raschke_baseline,LONG,2021-05-20 18:50:00+00:00,13493.0,13485.5,13508.0,2021-05-20 18:54:00+00:00,13508.0,target,25.18,60,4.0,2021,5.0,65.0,MEAN_REVERT_CHOP,Other RTH
raschke_baseline,LONG,2021-05-20 19:15:00+00:00,13498.5,13491.75,13512.0,2021-05-20 19:21:00+00:00,13512.0,target,22.18,54,6.0,2021,3.0,54.0,MEAN_REVERT_CHOP,Power Hour
a_asian_continuation,LONG,2021-05-21 11:35:00+00:00,13536.75,13533.25,13543.75,2021-05-21 11:38:00+00:00,13543.75,target,9.18,28,3.0,2021,5.0,33.0,MEAN_REVERT_CHOP,Globex Overnight
e_multi_day_breakout,LONG,2021-05-21 13:55:00+00:00,13518.5,13511.5,13532.5,2021-05-21 13:57:00+00:00,13532.5,target,23.18,56,2.0,2021,26.0,84.0,MEAN_REVERT_CHOP,Opening Drive
raschke_baseline,SHORT,2021-05-21 15:25:00+00:00,13476.5,13485.75,13458.0,2021-05-21 15:27:00+00:00,13458.0,target,32.18,74,2.0,2021,1.0,116.0,MEAN_REVERT_CHOP,Other RTH
raschke_baseline,SHORT,2021-05-21 17:10:00+00:00,13425.25,13432.5,13410.75,2021-05-21 17:18:00+00:00,13410.75,target,24.18,58,8.0,2021,15.0,60.0,MEAN_REVERT_CHOP,Mid-Day Lull
g_inside_bar_breakout,SHORT,2021-05-21 18:15:00+00:00,13456.75,13460.75,13448.75,2021-05-21 18:18:00+00:00,13448.75,target,11.18,32,3.0,2021,3.0,43.0,MEAN_REVERT_CHOP,Other RTH
raschke_baseline,SHORT,2021-05-21 18:35:00+00:00,13431.5,13441.5,13411.5,2021-05-21 18:52:00+00:00,13441.5,stop,-24.82,-40,17.0,2021,53.0,74.0,MEAN_REVERT_CHOP,Other RTH
raschke_baseline,SHORT,2021-05-21 19:40:00+00:00,13432.25,13439.25,13418.25,2021-05-21 19:43:00+00:00,13418.25,target,23.18,56,3.0,2021,4.0,60.0,MEAN_REVERT_CHOP,Power Hour
a_asian_continuation,LONG,2021-05-24 12:00:00+00:00,13496.25,13492.75,13503.25,2021-05-24 12:03:00+00:00,13503.25,target,9.18,28,3.0,2021,0.0,28.0,MEAN_REVERT_CHOP,Globex Overnight
e_multi_day_breakout,LONG,2021-05-24 13:48:00+00:00,13562.0,13559.25,13567.5,2021-05-24 13:49:00+00:00,13567.5,target,6.18,22,1.0,2021,1.0,38.0,MEAN_REVERT_CHOP,Opening Drive
g_inside_bar_breakout,SHORT,2021-05-24 15:50:00+00:00,13654.75,13658.75,13646.75,2021-05-24 16:03:00+00:00,13658.75,stop,-12.82,-16,13.0,2021,29.0,27.0,MEAN_REVERT_CHOP,Mid-Day Lull
g_inside_bar_breakout,SHORT,2021-05-24 16:20:00+00:00,13641.0,13646.75,13629.5,2021-05-24 16:22:00+00:00,13646.75,stop,-16.32,-23,2.0,2021,35.0,3.0,MEAN_REVERT_CHOP,Mid-Day Lull
g_inside_bar_breakout,SHORT,2021-05-24 16:40:00+00:00,13637.5,13644.5,13623.5,2021-05-24 17:02:00+00:00,13644.5,stop,-18.82,-28,22.0,2021,30.0,35.0,MEAN_REVERT_CHOP,Mid-Day Lull
raschke_baseline,LONG,2021-05-24 17:00:00+00:00,13637.25,13628.5,13654.75,2021-05-24 17:30:00+00:00,13654.75,target,30.18,70,30.0,2021,12.0,72.0,MEAN_REVERT_CHOP,Mid-Day Lull
g_inside_bar_breakout,LONG,2021-05-24 17:40:00+00:00,13660.0,13655.5,13669.0,2021-05-24 17:59:00+00:00,13655.5,stop,-13.82,-18,19.0,2021,18.0,22.0,MEAN_REVERT_CHOP,Other RTH
g_inside_bar_breakout,LONG,2021-05-24 18:05:00+00:00,13661.5,13655.75,13673.0,2021-05-24 18:25:00+00:00,13673.0,target,18.18,46,20.0,2021,5.0,48.0,MEAN_REVERT_CHOP,Other RTH
g_inside_bar_breakout,LONG,2021-05-24 18:45:00+00:00,13681.0,13678.0,13687.0,2021-05-24 18:59:00+00:00,13678.0,stop,-10.82,-12,14.0,2021,12.0,21.0,MEAN_REVERT_CHOP,Other RTH
g_inside_bar_breakout,SHORT,2021-05-25 14:15:00+00:00,13670.0,13673.75,13662.5,2021-05-25 14:16:00+00:00,13662.5,target,10.18,30,1.0,2021,9.0,60.0,MEAN_REVERT_CHOP,Opening Drive
raschke_baseline,SHORT,2021-05-25 16:45:00+00:00,13643.0,13648.75,13631.5,2021-05-25 16:49:00+00:00,13631.5,target,18.18,46,4.0,2021,5.0,50.0,MEAN_REVERT_CHOP,Mid-Day Lull
g_inside_bar_breakout,SHORT,2021-05-25 18:50:00+00:00,13648.0,13651.5,13641.0,2021-05-25 18:51:00+00:00,13641.0,target,9.18,28,1.0,2021,3.0,31.0,MEAN_REVERT_CHOP,Other RTH
a_asian_continuation,LONG,2021-05-26 11:20:00+00:00,13708.75,13705.25,13715.75,2021-05-26 11:22:00+00:00,13715.75,target,9.18,28,2.0,2021,1.0,62.0,MEAN_REVERT_CHOP,Globex Overnight
g_inside_bar_breakout,LONG,2021-05-26 15:40:00+00:00,13689.5,13684.0,13700.5,2021-05-26 15:45:00+00:00,13700.5,target,17.18,44,5.0,2021,4.0,62.0,MEAN_REVERT_CHOP,Mid-Day Lull
raschke_baseline,LONG,2021-05-26 16:45:00+00:00,13715.5,13707.25,13732.0,2021-05-26 17:08:00+00:00,13707.25,stop,-21.32,-33,23.0,2021,47.0,35.0,MEAN_REVERT_CHOP,Mid-Day Lull
a_asian_continuation,LONG,2021-05-27 11:55:00+00:00,13654.5,13651.0,13661.5,2021-05-27 11:58:00+00:00,13661.5,target,9.18,28,3.0,2021,6.0,38.0,MEAN_REVERT_CHOP,Globex Overnight
g_inside_bar_breakout,LONG,2021-05-27 15:05:00+00:00,13686.0,13680.25,13697.5,2021-05-27 15:09:00+00:00,13697.5,target,18.18,46,4.0,2021,8.0,59.0,MEAN_REVERT_CHOP,Other RTH
raschke_baseline,LONG,2021-05-27 15:55:00+00:00,13696.25,13691.0,13706.75,2021-05-27 15:59:00+00:00,13706.75,target,16.18,42,4.0,2021,7.0,58.0,MEAN_REVERT_CHOP,Mid-Day Lull
