trade_id,strategy,sub_strategy,bot_id,account,entry_time_iso,entry_time_epoch,exit_time_iso,exit_time_epoch,direction,entry_price,exit_price,stop_price,target_price,entry_reason,exit_reason,result,tier,contracts,commission_dollars,exchange_fees_dollars,slippage_dollars,pnl_dollars_gross,pnl_dollars_net,pnl_dollars_raw,pnl_ticks,r_distance,r_multiple,mae_price,mae_ticks,mfe_price,mfe_ticks,mfe_capture_pct,hold_time_s,win,result_label,split,entry_in_tbbo_window,session_phase_ct,regime,day_type,day_type_reason,cr_verdict,cr_direction,cr_mom_score,cr_confidence,cr_at_resistance,cr_at_support,mq_direction_bias,cvd_health_short,cvd_method,cvd,bar_delta,bar_buy_vol,bar_sell_vol,vol_climax_ratio,vsa_signal_5m,tf_bias_tick,tf_votes_bullish,tf_votes_bearish,ema9,ema21,ema5,ema9_15m,ema21_15m,vwap,vwap_std,vwap_upper1,vwap_lower1,avwap_pd_high,avwap_pd_low,avwap_pd_close,atr_1m,atr_5m,atr_15m,atr_60m,atr_tick,macd_line,macd_signal,macd_histogram,macd_histogram_prev,macd_warm,ms_bid_size_avg,ms_ask_size_avg,ms_avg_spread,dom_imbalance,dom_bid_heavy,dom_ask_heavy,dom_depth,es_nq_rs,prior_day_high,prior_day_low,prior_day_close,prior_day_poc,prior_day_vah,prior_day_val,pivot_pp,pivot_r1,pivot_r2,pivot_s1,pivot_s2,pmh,pml,opening_holds_outside_at_845,opening_type,orb_first_break_direction,rth_open_price,rth_5min_high,rth_5min_low,rth_15min_high,rth_15min_low,rth_60min_high,rth_60min_low,price,signal_price,fill_latency_ms,now_ct,cvd_health_veto,cvd_health_agreement,cvd_health_reason,r_multiple_computed,r_distance_dollars,tick_count_5m_before,tick_count_5m_after,ask_volume_5m_before,bid_volume_5m_before,delta_aligned_ratio_5m,spread_avg_5m,spread_max_5m,price_5m_high,price_5m_low,price_range_5m_ticks,price_position_in_5m_bar,distance_from_5m_high_ticks,distance_from_5m_low_ticks,cvd_slope_5m_per_min,cvd_slope_1m,cvd_acceleration,adverse_pre_move_ticks,pullback_flag,distance_from_ema9_ticks,distance_from_vwap_ticks,rank_key_r,rank_key_pnl
c5aa56b4,opening_session,orb,sim,SimORB,2026-04-29T18:08:48.049448+00:00,1777486128.049448,2026-04-29T18:15:34.283454+00:00,1777486534.283454,LONG,27183.25,27204.0,27157.75,27203.88,ORB LONG — 5-min close beyond 15-min OR,target_hit,WIN,,1,,,,41.5,39.78,39.78,83.0,,,,,,,,406.2,True,WIN,DERIVATION,True,AFTERNOON,LATE_AFTERNOON,,,,,,,,,,,tick,-73592669.0,-466567.0,28178290.0,28644857.0,1.13,NEUTRAL,BEARISH,1,1,27216.38,27217.1,27215.75,27221.04,27235.29,27217.55,38.12,27255.66,27179.43,0.0,0.0,0.0,19.29,28.59,50.71,117.75,7.25,-0.721,-2.2043,1.4833,3.7896,True,,,,0.771,True,False,37.0,,27408.0,27362.25,27362.25,27385.5,27399.25,27383.0,27377.5,27392.75,27423.25,27347.0,27331.75,,,True,,LONG,27172.0,,,27200.0,27157.75,27277.0,27155.5,27183.25,27183.25,325.06656646728516,2026-04-29 13:08:41.613703,,,,0.78,51.0,6835.0,7177.0,6946.0,6094.0,0.5326687116564417,0.5732626188734455,2.0,27227.75,27180.0,191.0,0.06806282722513089,178.0,13.0,170.4,1203.0,1032.6,7.0,False,-132.52000000000407,-137.1999999999971,0.78,39.78
