trade_id,strategy,sub_strategy,bot_id,account,entry_time_iso,entry_time_epoch,exit_time_iso,exit_time_epoch,direction,entry_price,exit_price,stop_price,target_price,entry_reason,exit_reason,result,tier,contracts,commission_dollars,exchange_fees_dollars,slippage_dollars,pnl_dollars_gross,pnl_dollars_net,pnl_dollars_raw,pnl_ticks,r_distance,r_multiple,mae_price,mae_ticks,mfe_price,mfe_ticks,mfe_capture_pct,hold_time_s,win,result_label,split,entry_in_tbbo_window,session_phase_ct,regime,day_type,day_type_reason,cr_verdict,cr_direction,cr_mom_score,cr_confidence,cr_at_resistance,cr_at_support,mq_direction_bias,cvd_health_short,cvd_method,cvd,bar_delta,bar_buy_vol,bar_sell_vol,vol_climax_ratio,vsa_signal_5m,tf_bias_tick,tf_votes_bullish,tf_votes_bearish,ema9,ema21,ema5,ema9_15m,ema21_15m,vwap,vwap_std,vwap_upper1,vwap_lower1,avwap_pd_high,avwap_pd_low,avwap_pd_close,atr_1m,atr_5m,atr_15m,atr_60m,atr_tick,macd_line,macd_signal,macd_histogram,macd_histogram_prev,macd_warm,ms_bid_size_avg,ms_ask_size_avg,ms_avg_spread,dom_imbalance,dom_bid_heavy,dom_ask_heavy,dom_depth,es_nq_rs,prior_day_high,prior_day_low,prior_day_close,prior_day_poc,prior_day_vah,prior_day_val,pivot_pp,pivot_r1,pivot_r2,pivot_s1,pivot_s2,pmh,pml,opening_holds_outside_at_845,opening_type,orb_first_break_direction,rth_open_price,rth_5min_high,rth_5min_low,rth_15min_high,rth_15min_low,rth_60min_high,rth_60min_low,price,signal_price,fill_latency_ms,now_ct,cvd_health_veto,cvd_health_agreement,cvd_health_reason,r_multiple_computed,r_distance_dollars,tick_count_5m_before,tick_count_5m_after,ask_volume_5m_before,bid_volume_5m_before,delta_aligned_ratio_5m,spread_avg_5m,spread_max_5m,price_5m_high,price_5m_low,price_range_5m_ticks,price_position_in_5m_bar,distance_from_5m_high_ticks,distance_from_5m_low_ticks,cvd_slope_5m_per_min,cvd_slope_1m,cvd_acceleration,adverse_pre_move_ticks,pullback_flag,distance_from_ema9_ticks,distance_from_vwap_ticks,abs_rmult,abs_pnl
0c321601,opening_session,orb,sim,SimORB,2026-04-29T16:31:34.158096+00:00,1777480294.158096,2026-04-29T16:34:55.938640+00:00,1777480495.93864,LONG,27177.5,27157.5,27157.75,27198.62,ORB LONG — 5-min close beyond 15-min OR,stop_loss,LOSS,,1,,,,-40.0,-41.72,-41.72,-80.0,,,,,,,,201.8,False,LOSS,DERIVATION,True,MORNING,AFTERNOON_CHOP,,,,,,,,,,,tick,-83756877.0,403853.0,19379407.0,18975554.0,0.29,NEUTRAL,NEUTRAL,0,2,27238.88,27243.58,27228.11,27245.86,27250.64,27220.4,38.75,27259.15,27181.65,0.0,0.0,0.0,13.64,30.52,56.77,126.12,4.2,-4.7048,6.6929,-11.3978,-9.9738,True,,,,0.0,False,True,0.0,,27408.0,27362.25,27362.25,27385.5,27399.25,27383.0,27377.5,27392.75,27423.25,27347.0,27331.75,,,True,,LONG,27172.0,,,27200.0,27157.75,27277.0,27155.5,27177.5,27177.5,320.83797454833984,2026-04-29 11:31:28.796992,,,,-1.0562025316455697,39.5,7095.0,10523.0,8359.0,6086.0,0.5786777431637244,0.37681465821000704,2.75,27221.75,27175.5,185.0,0.043243243243243246,177.0,8.0,454.6,439.0,-15.600000000000023,30.0,False,-245.52000000000407,-171.60000000000582,1.0562025316455697,41.72
